id_texte,titre,texte_contenu
3,مساعدة:عرض صيغة رياضية,"انطلاقا من يناير 2003، الصيغ الرياضية في ويكيبيديا يمكن كتابتها بنظام تخ TeX.
القواعد الأساسية كالآتي:

الصيغ الرياضية توضع بين <math>...</math>.
الرموز + - = / ' | * < > ( ) يمكن أن تدرج مباشرة.
داخل صيغة يمكن تجميع صيغ باستعمال العلامات {}، ذلك لتمثيل صيغ أسية مثلا.

يتيح لك ذلك شطب عناصر النص في الصيغ الرياضية، على سبيل المثال عندما تنعدم بعض العناصر.

يمكننا استعمال \leftو \right في عدة حالات:

TeX تسير معظم مشاكل الفراغات بطريقة تلقائية، لكن يمكن تحديد الفراغ يدويا في بعض الحالات.

لأظهار صيغة على هيئة صورة، يكفي إضافة فراغ رقيق في نهاية الصيغة : \,

<math>a(1+e^2/2)</math> تعطي 
  
    
      
        a
        (
        1
        +
        
          e
          
            2
          
        
        
          /
        
        2
        )
      
    
    {\displaystyle a(1+e^{2}/2)}
  

<math>a(1+e^2/2)\,</math> تعطي 
  
    
      
        a
        (
        1
        +
        
          e
          
            2
          
        
        
          /
        
        2
        )
        
      
    
    {\displaystyle a(1+e^{2}/2)\,}
  

نتحصل على: 
  
    
      
        
          
            
              x
              
                2
              
            
          
        
        +
        
          
            2
            x
          
        
        −
        
          
            1
          
        
      
    
    {\displaystyle {\color {Blue}x^{2}}+{\color {Brown}2x}-{\color {OliveGreen}1}}
  

اجمع الصيغة التي تريد تلوينها بلون موحد في {} و استعمل color{لون} قبل الصيغة.

نتحصل على: 
  
    
      
        
          
            x
          
        
        
          
            
              
              
                2
              
            
          
        
        +
        
          
            2
            x
          
        
        −
        
          
            1
          
        
      
    
    {\displaystyle {\color {Blue}x}{\color {red}^{2}}+{\color {Brown}2x}-{\color {OliveGreen}1}}
  


=== الألوان المدعومة ==="
