"id","country","geolocation","level","adm1","location","disastertype","continent"
17270,"Niger","13.044177, 3.200265",1,"dosso","dosso","flood","Africa"
17271,"Niger","13.507146, 7.106784",1,"maradi","maradi","flood","Africa"
17272,"Niger","13.507953, 2.116034",1,"niamey","niamey","flood","Africa"
17273,"Niger","14.894567, 5.262698",1,"tahoua","tahoua","flood","Africa"
17274,"Niger","14.207110, 1.454180",1,"tillabery","tillabery","flood","Africa"
17275,"Niger","13.808176, 8.983253",1,"zinder","zinder","flood","Africa"
17276,"Niger","15.881636, 13.241062",1,"diffa","diffa","flood","Africa"
17277,"Nigeria","7.377560, 3.905910",1,"oyo","ibadan","storm","Africa"
17278,"Nigeria","5.452287, 7.528563",1,"abia","abia","flood","Africa"
17279,"Nigeria","9.339146, 12.400945",1,"adamawa","adamawa","flood","Africa"
17280,"Nigeria","5.443770, 7.752320",1,"akwa ibom","ibom","flood","Africa"
17281,"Nigeria","6.227019, 6.935599",1,"anambra","anambra","flood","Africa"
17282,"Nigeria","10.306720, 9.844928",1,"bauchi","bauchi","flood","Africa"
17283,"Nigeria","7.334928, 8.765026",1,"benue","benue","flood","Africa"
17284,"Nigeria","11.908660, 13.160328",1,"borno","borno","flood","Africa"
17285,"Nigeria","5.854973, 8.598116",1,"cross river","cross river","flood","Africa"
17286,"Nigeria","6.637796, 5.929154",1,"edo","edo","flood","Africa"
17287,"Nigeria","5.564651, 7.051259",1,"imo","imo","flood","Africa"
17288,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17289,"Nigeria","10.531854, 7.429470",1,"kaduna","kaduna","flood","Africa"
17290,"Nigeria","12.000120, 8.516720",1,"kano","kano","flood","Africa"
17291,"Nigeria","12.987426, 7.603694",1,"katsina","katsina","flood","Africa"
17292,"Nigeria","13.264151, 4.268712",1,"kebbi","kebbi","flood","Africa"
17293,"Nigeria","7.730785, 6.714008",1,"kogi","kogi","flood","Africa"
17294,"Nigeria","8.994058, 4.383771",1,"kwara","kwara","flood","Africa"
17295,"Nigeria","9.948878, 5.593601",1,"niger","niger","flood","Africa"
17296,"Nigeria","9.225046, 9.548029",1,"plateau","plateau","flood","Africa"
17297,"Nigeria","13.062690, 5.243220",1,"sokoto","sokoto","flood","Africa"
17298,"Nigeria","8.009447, 10.800073",1,"taraba","taraba","flood","Africa"
17299,"Nigeria","12.644165, 8.966871",1,"jigawa","jigawa state","flood","Africa"
17300,"Nigeria","9.339146, 12.400945",1,"adamawa","adamawa","flood","Africa"
17301,"Nigeria","11.908660, 13.160328",1,"borno","borno","flood","Africa"
17302,"Nigeria","8.994058, 4.383771",1,"kwara","kwara","flood","Africa"
17303,"Nigeria","9.948878, 5.593601",1,"niger","niger","flood","Africa"
17304,"Nigeria","13.062690, 5.243220",1,"sokoto","sokoto state","flood","Africa"
17305,"Nigeria","5.710003, 6.805734",2,"imo","oguta town","flood","Africa"
17306,"Nigeria","5.750000, 8.500000",1,"cross river","cross river state","flood","Africa"
17307,"Nigeria","12.166670, 6.250000",1,"zamfara","zamfara state","flood","Africa"
17308,"Nigeria","6.493111, 3.384163",1,"lagos","lagos","flood","Africa"
17309,"Nigeria","11.500000, 4.000000",1,"kebbi","kebbi state","flood","Africa"
17310,"Nigeria","11.965689, 7.148673",2,"zamfara","talata marafa","flood","Africa"
17311,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17312,"Nigeria","12.000120, 8.516720",1,"kano","kano","flood","Africa"
17313,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17314,"Nigeria","10.531854, 7.429470",1,"kaduna","kaduna","flood","Africa"
17315,"Nigeria","12.000120, 8.516720",1,"kano","kano","flood","Africa"
17316,"Nigeria","9.948878, 5.593601",1,"niger","niger","flood","Africa"
17317,"Nigeria","6.493111, 3.384163",1,"lagos","lagos","flood","Africa"
17318,"Nigeria","12.644165, 8.966871",1,"jigawa","jigawa state","flood","Africa"
17319,"Nigeria","11.908660, 13.160328",1,"borno","borno","flood","Africa"
17320,"Nigeria","10.288649, 11.162860",1,"gombe","jekadafari","flood","Africa"
17321,"Nigeria","12.000120, 8.516720",1,"kano","kano","flood","Africa"
17322,"Nigeria","6.493111, 3.384163",1,"lagos","lagos","flood","Africa"
17323,"Nigeria","10.306720, 9.844928",1,"bauchi","bauchi","flood","Africa"
17324,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17325,"Nigeria","8.009447, 10.800073",1,"taraba","taraba","flood","Africa"
17326,"Nigeria","12.295729, 11.430549",1,"yobe","yobe","flood","Africa"
17327,"Nigeria","6.637796, 5.929154",1,"edo","edo state","flood","Africa"
17328,"Nigeria","12.166670, 6.250000",1,"zamfara","zamfara state","flood","Africa"
17329,"Nigeria","12.168893, 6.661166",2,"zamfara","gusau","flood","Africa"
17330,"Nigeria","7.000000, 3.583330",1,"ogun","ogun state","flood","Africa"
17331,"Nigeria","9.339146, 12.400945",1,"adamawa","adamawa","flood","Africa"
17332,"Nigeria","6.227019, 6.935599",1,"anambra","anambra","flood","Africa"
17333,"Nigeria","10.306720, 9.844928",1,"bauchi","bauchi","flood","Africa"
17334,"Nigeria","11.908660, 13.160328",1,"borno","borno","flood","Africa"
17335,"Nigeria","13.264151, 4.268712",1,"kebbi","kebbi","flood","Africa"
17336,"Nigeria","6.493111, 3.384163",1,"lagos","lagos","flood","Africa"
17337,"Nigeria","8.538950, 7.708210",1,"nassarawa","nasarrawa","flood","Africa"
17338,"Nigeria","6.999464, 3.469403",1,"ogun","ogun","flood","Africa"
17339,"Nigeria","9.225046, 9.548029",1,"plateau","plateau","flood","Africa"
17340,"Nigeria","13.062690, 5.243220",1,"sokoto","sokoto","flood","Africa"
17341,"Nigeria","12.295729, 11.430549",1,"yobe","yobe","flood","Africa"
17342,"Nigeria","9.339146, 12.400945",1,"adamawa","adamawa","flood","Africa"
17343,"Nigeria","7.334928, 8.765026",1,"benue","benue","flood","Africa"
17344,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17345,"Nigeria","10.531854, 7.429470",1,"kaduna","kaduna","flood","Africa"
17346,"Nigeria","8.511562, 8.197585",1,"nassarawa","nassarawa","flood","Africa"
17347,"Nigeria","9.948878, 5.593601",1,"niger","niger","flood","Africa"
17348,"Nigeria","13.062690, 5.243220",1,"sokoto","sokoto","flood","Africa"
17349,"Nigeria","12.114409, 6.232290",1,"zamfara","zamfara","flood","Africa"
17350,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17351,"Nigeria","12.987426, 7.603694",1,"katsina","katsina","flood","Africa"
17352,"Nigeria","13.264151, 4.268712",1,"kebbi","kebbi","flood","Africa"
17353,"Nigeria","9.948878, 5.593601",1,"niger","niger","flood","Africa"
17354,"Nigeria","13.062690, 5.243220",1,"sokoto","sokoto","flood","Africa"
17355,"Nigeria","12.000120, 8.516720",1,"kano","kano","flood","Africa"
17356,"Nigeria","12.987426, 7.603694",1,"katsina","katsina state","flood","Africa"
17357,"Nigeria","6.493111, 3.384163",1,"lagos","lagos","flood","Africa"
17358,"Nigeria","9.945304, 11.601478",2,"gombe","balanga","storm","Africa"
17359,"Nigeria","11.743030, 11.961982",2,"yobe","damaturu","storm","Africa"
17360,"Nigeria","6.493111, 3.384163",1,"lagos","lagos city","storm","Africa"
17361,"Nigeria","9.339146, 12.400945",1,"adamawa","adamawa","flood","Africa"
17362,"Nigeria","6.227019, 6.935599",1,"anambra","anambra","flood","Africa"
17363,"Nigeria","10.306720, 9.844928",1,"bauchi","bauchi","flood","Africa"
17364,"Nigeria","5.854973, 8.598116",1,"cross river","cross river","flood","Africa"
17365,"Nigeria","6.264792, 8.017914",1,"ebonyi","ebonyi","flood","Africa"
17366,"Nigeria","6.444554, 7.490177",1,"enugu","enugu","flood","Africa"
17367,"Nigeria","10.288649, 11.162860",1,"gombe","bauchi-gombe","flood","Africa"
17368,"Nigeria","12.244450, 9.571450",1,"jigawa","jigawa","flood","Africa"
17369,"Nigeria","10.531854, 7.429470",1,"kaduna","kaduna","flood","Africa"
17370,"Nigeria","12.000120, 8.516720",1,"kano","kano","flood","Africa"
17371,"Nigeria","12.987426, 7.603694",1,"katsina","katsina","flood","Africa"
17372,"Nigeria","13.264151, 4.268712",1,"kebbi","kebbi","flood","Africa"
17373,"Nigeria","6.493111, 3.384163",1,"lagos","lagos","flood","Africa"
17374,"Nigeria","8.821950, 12.331180",1,"nassarawa","nassarrawa","flood","Africa"
17375,"Nigeria","9.948878, 5.593601",1,"niger","niger","flood","Africa"
17376,"Nigeria","7.853670, 3.932350",1,"oyo","oyo state","flood","Africa"
17377,"Nigeria","9.225046, 9.548029",1,"plateau","plateau","flood","Africa"
17378,"Nigeria","8.009447, 10.800073",1,"taraba","taraba","flood","Africa"
17379,"Nigeria","12.295729, 11.430549",1,"yobe","yobe","flood","Africa"
17380,"Nigeria","7.377560, 3.905910",1,"oyo","ibadan","flood","Africa"
17381,"Norway","59.954461, 11.039521",1,"akershus","lillestroem","flood","Europe"
17382,"Norway","60.048412, 5.221729",1,"hedmark","hedmark","flood","Europe"
17383,"Norway","59.913820, 10.738741",1,"oslo","oslo region","flood","Europe"
17384,"Norway","58.144695, 7.998284",2,"vest-agder","kristiansand region","flood","Europe"
17385,"Norway","60.048412, 5.221729",1,"hedmark","hedmark","storm","Europe"
17386,"Oman","20.420160, 58.789370",1,"ash sharqiyah south","masirah island","storm","Asia"
17387,"Oman","18.330434, 54.088939",1,"dhofar","dhofar province","storm","Asia"
17388,"Oman","23.613545, 58.594107",1,"muscat","muscat","storm","Asia"
17389,"Oman","22.933330, 57.533330",2,"ad dakhliyah","nizwa","storm","Asia"
17390,"Oman","23.613545, 58.594107",1,"muscat","muscat","storm","Asia"
17391,"Pakistan","24.860800, 67.010400",2,"sind","karachi","storm","Asia"
17392,"Pakistan","24.860800, 67.010400",2,"sind","karachi area","flood","Asia"
17393,"Pakistan","30.829094, 72.144232",1,"punjab","indus river valley","earthquake","Asia"
17394,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17395,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17396,"Pakistan","28.937820, 66.678340",1,"baluchistan","koshkak","earthquake","Asia"
17397,"Pakistan","30.850000, 72.316670",1,"punjab","punjab province","flood","Asia"
17398,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","earthquake","Asia"
17399,"Pakistan","34.098800, 71.141080",1,"Khyber Pakhtunkhwa.","chiltral-landi kotal","earthquake","Asia"
17400,"Pakistan","36.258290, 72.243020",3,"Khyber Pakhtunkhwa.","chitral","earthquake","Asia"
17401,"Pakistan","24.860800, 67.010400",2,"sind","karachi","storm","Asia"
17402,"Pakistan","27.811930, 66.610960",3,"baluchistan","khuzdar area","earthquake","Asia"
17403,"Pakistan","29.027000, 66.580276",2,"baluchistan","kalat area","earthquake","Asia"
17404,"Pakistan","28.478490, 65.643550",1,"baluchistan","south baluchistan province","earthquake","Asia"
17405,"Pakistan","30.184140, 67.001410",2,"baluchistan","quetta","earthquake","Asia"
17406,"Pakistan","33.947180, 73.910400",1,"azad kashmir","azad kashmir","flood","Asia"
17407,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17408,"Pakistan","30.196790, 71.478240",2,"punjab","multan","storm","Asia"
17409,"Pakistan","24.860800, 67.010400",2,"sind","karachi","storm","Asia"
17410,"Pakistan","33.721480, 73.043290",2,"f.c.t.","islamabad","flood","Asia"
17411,"Pakistan","24.860800, 67.010400",2,"sind","karachi","flood","Asia"
17412,"Pakistan","30.184140, 67.001410",2,"baluchistan","quetta","flood","Asia"
17413,"Pakistan","31.415540, 73.089690",2,"punjab","faisalabad","flood","Asia"
17414,"Pakistan","28.322412, 65.884553",1,"baluchistan","baluchistan","flood","Asia"
17415,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17416,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17417,"Pakistan","33.947180, 73.910400",1,"azad kashmir","azad kasmir","flood","Asia"
17418,"Pakistan","26.730330, 67.776900",3,"sind","dadu","flood","Asia"
17419,"Pakistan","33.597330, 73.047900",2,"punjab","rawalpindi","flood","Asia"
17420,"Pakistan","29.556730, 67.916110",2,"baluchistan","sibi district","earthquake","Asia"
17421,"Pakistan","34.330230, 73.196790",3,"Khyber Pakhtunkhwa.","mansehra province","storm","Asia"
17422,"Pakistan","31.558000, 74.350710",2,"punjab","lahore","flood","Asia"
17423,"Pakistan","30.850000, 72.316670",1,"punjab","punjab province","flood","Asia"
17424,"Pakistan","33.597330, 73.047900",2,"punjab","rawalpindi","earthquake","Asia"
17425,"Pakistan","26.021570, 63.626020",3,"baluchistan","kech valley","flood","Asia"
17426,"Pakistan","24.860800, 67.010400",2,"sind","karachi","storm","Asia"
17427,"Pakistan","26.730330, 67.776900",3,"sind","dadu","flood","Asia"
17428,"Pakistan","33.947180, 73.910400",1,"azad kashmir","jammu and kasmir","storm","Asia"
17429,"Pakistan","28.322412, 65.884553",1,"baluchistan","baluchistan","storm","Asia"
17430,"Pakistan","33.370029, 70.544975",1,"Khyber Pakhtunkhwa.","thal","flood","Asia"
17431,"Pakistan","30.385222, 67.728027",3,"baluchistan","valley ziarat","flood","Asia"
17432,"Pakistan","31.118660, 74.450250",3,"punjab","kasur","storm","Asia"
17433,"Pakistan","32.731710, 74.290480",2,"punjab","chak miran","storm","Asia"
17434,"Pakistan","33.721480, 73.043290",2,"f.c.t.","islamabad","flood","Asia"
17435,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17436,"Pakistan","33.597330, 73.047900",2,"punjab","rawalpindi","flood","Asia"
17437,"Pakistan","34.757320, 71.490670",3,"Khyber Pakhtunkhwa.","bajaur agency","earthquake","Asia"
17438,"Pakistan","30.850000, 72.316670",1,"punjab","punjab province","storm","Asia"
17439,"Pakistan","34.008000, 71.578490",2,"Khyber Pakhtunkhwa.","peshawar","flood","Asia"
17440,"Pakistan","33.910770, 72.374060",3,"punjab","sodi jey wali","flood","Asia"
17441,"Pakistan","33.607730, 73.949880",1,"azad kashmir","tata pani","earthquake","Asia"
17442,"Pakistan","33.947180, 73.910400",1,"azad kashmir","azad kashmir","storm","Asia"
17443,"Pakistan","28.322412, 65.884553",1,"baluchistan","baluchistan","storm","Asia"
17444,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","storm","Asia"
17445,"Pakistan","36.000000, 75.000000",1,"northern areas","northern areas","storm","Asia"
17446,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","storm","Asia"
17447,"Pakistan","28.478490, 65.643550",1,"baluchistan","balochistan","flood","Asia"
17448,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17449,"Pakistan","32.492680, 74.531340",3,"punjab","sialkot","flood","Asia"
17450,"Pakistan","35.207400, 71.876800",3,"Khyber Pakhtunkhwa.","dir","flood","Asia"
17451,"Pakistan","32.443330, 74.568170",3,"punjab","sialkot district","flood","Asia"
17452,"Pakistan","33.947180, 73.910400",1,"azad kashmir","azad jammu and kashmir region","flood","Asia"
17453,"Pakistan","27.382594, 67.914067",2,"sind","naseerabad","flood","Asia"
17454,"Pakistan","29.903084, 69.232002",3,"baluchistan","kohlu","flood","Asia"
17455,"Pakistan","31.831290, 70.901700",1,"punjab","jala bela dera ismail khan monda","flood","Asia"
17456,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17457,"Pakistan","34.370020, 73.470820",3,"azad kashmir","muzaffarabad","flood","Asia"
17458,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17459,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17460,"Pakistan","33.828180, 72.638920",1,"punjab","katcha","flood","Asia"
17461,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17462,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17463,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17464,"Pakistan","24.860800, 67.010400",2,"sind","karachi","flood","Asia"
17465,"Pakistan","28.322412, 65.884553",1,"baluchistan","baluchistan","storm","Asia"
17466,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","storm","Asia"
17467,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17468,"Pakistan","34.095700, 73.329540",1,"Khyber Pakhtunkhwa.","oshai darray","flood","Asia"
17469,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17470,"Pakistan","35.252030, 72.584680",3,"Khyber Pakhtunkhwa.","swat valley","flood","Asia"
17471,"Pakistan","28.322412, 65.884553",1,"baluchistan","baluchistan","flood","Asia"
17472,"Pakistan","29.585220, 71.679360",3,"punjab","rajanpur district","flood","Asia"
17473,"Pakistan","34.052320, 71.474720",1,"Khyber Pakhtunkhwa.","road mulazai","earthquake","Asia"
17474,"Pakistan","34.306710, 72.090420",2,"Khyber Pakhtunkhwa.","mardan district","flood","Asia"
17475,"Pakistan","24.860800, 67.010400",2,"sind","karachi","flood","Asia"
17476,"Pakistan","28.322412, 65.884553",1,"baluchistan","baluchistan","storm","Asia"
17477,"Pakistan","29.033010, 67.947250",1,"azad kashmir","kashmir","flood","Asia"
17478,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17479,"Pakistan","30.850000, 72.316670",1,"punjab","penjab province","flood","Asia"
17480,"Pakistan","28.880167, 64.442169",3,"baluchistan","dalbadin","earthquake","Asia"
17481,"Pakistan","28.281870, 68.437610",3,"sind","jacobabad","earthquake","Asia"
17482,"Pakistan","28.260541, 64.515685",1,"baluchistan","east baluchistan","flood","Asia"
17483,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17484,"Pakistan","29.033010, 67.947250",1,"azad kashmir","kashmir","flood","Asia"
17485,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","khyber pakhtunkhwa","flood","Asia"
17486,"Pakistan","29.033010, 67.947250",1,"azad kashmir","kashmir","flood","Asia"
17487,"Pakistan","33.947180, 73.910400",1,"azad kashmir","azad jammu and kashmir","flood","Asia"
17488,"Pakistan","35.159371, 72.452177",1,"Khyber Pakhtunkhwa.","khyber pakhtunkhawa","flood","Asia"
17489,"Pakistan","30.829094, 72.144232",1,"punjab","pendjab","flood","Asia"
17490,"Pakistan","28.478490, 65.643550",1,"baluchistan","balochistan","flood","Asia"
17491,"Pakistan","35.159371, 72.452177",1,"Khyber Pakhtunkhwa.","kyber pakhtunkhwa","flood","Asia"
17492,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17493,"Pakistan","26.211570, 65.429440",3,"baluchistan","awaran","earthquake","Asia"
17494,"Pakistan","34.008000, 71.578490",2,"Khyber Pakhtunkhwa.","peshawar","storm","Asia"
17495,"Pakistan","33.947180, 73.910400",3,"azad kashmir","sudhnati","flood","Asia"
17496,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","Khyber Pakhtunkhwa.","flood","Asia"
17497,"Pakistan","34.486874, 72.089469",1,"Khyber Pakhtunkhwa.","khyber pakhtunkhwa","flood","Asia"
17498,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17499,"Pakistan","27.486800, 66.587030",3,"baluchistan","khuzdar district","flood","Asia"
17500,"Pakistan","36.258290, 72.243020",3,"Khyber Pakhtunkhwa.","chitral district","flood","Asia"
17501,"Pakistan","30.829094, 72.144232",1,"punjab","punjab","flood","Asia"
17502,"Palau","7.445000, 134.490000",1,"aimeliik","aimeliik","storm","Oceania"
17503,"Palau","7.494000, 134.634500",1,"melekeok","melekeok","storm","Oceania"
17504,"Palau","7.620000, 134.625000",1,"ngaraard","ngaraard","storm","Oceania"
17505,"Palau","7.708000, 134.620000",1,"ngarchelong","ngarchelong","storm","Oceania"
17506,"Palau","7.600000, 134.573000",1,"ngardmau","ngardmau","storm","Oceania"
17507,"Palau","7.486900, 134.519780",1,"ngatpang","ngatpang","storm","Oceania"
17508,"Palau","7.470000, 134.600000",1,"ngchesar","ngchesar","storm","Oceania"
17509,"Palau","7.522530, 134.502680",1,"ngeremlengui","ngeramlengu","storm","Oceania"
17510,"Palau","7.558000, 134.621000",1,"ngiwal","ngiwal","storm","Oceania"
17511,"Panama","9.215195, -82.583112",2,"bocas del toro","bocas del toro","storm","Americas"
17512,"Panama","9.085660, -79.290800",1,"panama","pacora-chepo","flood","Americas"
17513,"Panama","8.397070, -82.321620",1,"chiriqui","chiriqui province","flood","Americas"
17514,"Panama","9.059114, -79.489765",2,"panama","san miguelito","flood","Americas"
17515,"Panama","8.967300, -79.533900",1,"panama","panama city","flood","Americas"
17516,"Panama","8.967300, -79.533900",1,"panama","panama city","flood","Americas"
17517,"Panama","9.215195, -82.583112",2,"bocas del toro","bocas del toro","earthquake","Americas"
17518,"Panama","8.396546, -82.321291",1,"chiriqui","chiriqui","earthquake","Americas"
17519,"Panama","9.340310, -82.242040",2,"bocas del toro","bocas del toro province","flood","Americas"
17520,"Panama","8.967300, -79.533900",1,"panama","panama city","storm","Americas"
17521,"Panama","7.582047, -80.394710",2,"los santos","los santos","flood","Americas"
17522,"Panama","8.939604, -79.972926",1,"panama","panama","flood","Americas"
17523,"Panama","8.545130, -77.711100",3,"embera","lajas blancas","flood","Americas"
17524,"Panama","8.154510, -77.690900",3,"darien","yaviza","flood","Americas"
17525,"Panama","9.340310, -82.242040",2,"bocas del toro","boca del toro province","flood","Americas"
17526,"Panama","9.215195, -82.583112",2,"bocas del toro","bocas del toro","flood","Americas"
17527,"Panama","8.396546, -82.321291",1,"chiriqui","chiriqui","flood","Americas"
17528,"Panama","9.215195, -82.583112",2,"bocas del toro","bocas del toro","flood","Americas"
17529,"Panama","8.967300, -79.533900",1,"panama","panama city","earthquake","Americas"
17530,"Panama","8.283791, -82.858197",3,"chiriqui","puerto armuelles","earthquake","Americas"
17531,"Panama","8.967300, -79.533900",1,"panama","panama city","flood","Americas"
17532,"Panama","9.215195, -82.583112",2,"bocas del toro","bocas del toro","flood","Americas"
17533,"Panama","8.396546, -82.321291",1,"chiriqui","chiriqui","flood","Americas"
17534,"Panama","8.371573, -80.428913",3,"cocle","cocl(C)","flood","Americas"
17535,"Panama","8.548630, -82.089800",2,"ngobe bugle","besiko district","flood","Americas"
17536,"Panama","8.397070, -82.321620",1,"chiriqui","chiriqui province","flood","Americas"
17537,"Panama","9.340310, -82.242040",2,"bocas del toro","bocas del toro province","flood","Americas"
17538,"Panama","9.531940, -79.660720",1,"panama","valle de la media luna","flood","Americas"
17539,"Panama","9.494936, -79.643021",2,"colon","portobelo","flood","Americas"
17540,"Panama","9.215195, -82.583112",2,"bocas del toro","bocas del toro","flood","Americas"
17541,"Panama","8.396546, -82.321291",1,"chiriqui","chiriqui","flood","Americas"
17542,"Panama","7.934450, -80.412180",2,"los santos","los santos province","flood","Americas"
17543,"Panama","9.067932, -78.887875",1,"panama","panama province","flood","Americas"
17544,"Panama","8.150889, -78.077896",2,"darien","chepigana","flood","Americas"
17545,"Panama","8.545130, -77.711100",3,"embera","lajas blancas","flood","Americas"
17546,"Panama","9.112190, -79.225400",1,"panama","rio chico","flood","Americas"
17547,"Panama","8.927350, -79.701800",3,"panama oeste","vista alegre","flood","Americas"
17548,"Panama","8.967300, -79.533900",1,"panama","panama city","flood","Americas"
17549,"Panama","9.494936, -79.643021",2,"colon","portobelo","flood","Americas"
17550,"Panama","8.396546, -82.321291",1,"chiriqui","chiriqui","flood","Americas"
17551,"Panama","8.950030, -79.650400",2,"panama oeste","arraijan","flood","Americas"
17552,"Panama","8.397070, -82.321620",1,"chiriqui","chiriqui province","flood","Americas"
17553,"Papua New Guinea","-5.784031, 144.409836",1,"western highlands","western highlands","flood","Oceania"
17554,"Papua New Guinea","-4.000000, 143.750000",1,"east sepik","east sepik province","earthquake","Oceania"
17555,"Papua New Guinea","-6.083312, 145.385482",2,"eastern highlands","goroka","earthquake","Oceania"
17556,"Papua New Guinea","-3.500000, 142.000000",1,"sandaun","sandaun province","earthquake","Oceania"
17557,"Papua New Guinea","-5.100144, 151.637984",1,"east new britain","east new britain","earthquake","Oceania"
17558,"Papua New Guinea","-3.565194, 143.619995",2,"east sepik","wewak","earthquake","Oceania"
17559,"Papua New Guinea","-6.083312, 145.385482",2,"eastern highlands","goroka","flood","Oceania"
17560,"Papua New Guinea","-6.023250, 144.960388",2,"chimbu","kundiawa","flood","Oceania"
17561,"Papua New Guinea","-5.784031, 144.409836",1,"western highlands","western highlands","flood","Oceania"
17562,"Papua New Guinea","-6.732988, 146.990035",2,"morobe","lae","earthquake","Oceania"
17563,"Papua New Guinea","-9.416670, 147.166670",1,"national capital district","national capital","flood","Oceania"
17564,"Papua New Guinea","-4.000000, 143.750000",1,"east sepik","east sepik province","flood","Oceania"
17565,"Papua New Guinea","-9.000000, 148.500000",1,"oro","oro province","storm","Oceania"
17566,"Papua New Guinea","-4.285778, 143.191457",1,"east sepik","east sepik","flood","Oceania"
17567,"Papua New Guinea","-3.500000, 142.000000",1,"sandaun","sandaun","flood","Oceania"
17568,"Papua New Guinea","-6.126263, 143.264835",1,"southern highlands","southern highlands","flood","Oceania"
17569,"Paraguay","-26.841593, -55.762471",1,"itapua","itapua","flood","Americas"
17570,"Paraguay","-26.921105, -57.091951",1,"misiones","misiones","flood","Americas"
17571,"Paraguay","-26.770551, -57.896163",1,"neembucu","neembucu","flood","Americas"
17572,"Paraguay","-20.612456, -59.331845",1,"alto paraguay","alto paraguay","flood","Americas"
17573,"Paraguay","-25.546748, -57.498666",1,"central","central","flood","Americas"
17574,"Paraguay","-23.412511, -57.436149",1,"concepcion","concepcion","flood","Americas"
17575,"Paraguay","-26.841593, -55.762471",1,"itapua","itapua","flood","Americas"
17576,"Paraguay","-26.770551, -57.896163",1,"neembucu","neembucu","flood","Americas"
17577,"Paraguay","-24.000000, -58.000000",1,"presidente hayes","bajo chaco","flood","Americas"
17578,"Paraguay","-24.175607, -56.632638",1,"san pedro","san pedro","flood","Americas"
17579,"Paraguay","-25.300000, -57.630000",1,"asuncion","asuncion","flood","Americas"
17580,"Paraguay","-25.505903, -54.638834",2,"alto parana","ciudad del este","storm","Americas"
17581,"Paraguay","-26.666670, -57.916670",1,"neembucu","neembucu department","flood","Americas"
17582,"Paraguay","-25.477679, -56.015031",1,"caaguazu","caaguazu","storm","Americas"
17583,"Paraguay","-23.412511, -57.436149",1,"concepcion","concepcion","storm","Americas"
17584,"Paraguay","-23.617568, -58.685944",1,"presidente hayes","presidente hayes","storm","Americas"
17585,"Paraguay","-24.175607, -56.632638",1,"san pedro","san pedro","storm","Americas"
17586,"Philippines","17.085200, 121.033220",1,"cordillera","cordilelra","storm","Asia"
17587,"Paraguay","-25.208244, -56.955872",1,"apayo","cordilelra","storm","Americas"
17588,"Paraguay","-25.208244, -56.955872",1,"benguet","cordilelra","storm","Americas"
17589,"Paraguay","-25.477679, -56.015031",1,"caaguazu","caaguazu","storm","Americas"
