"id","country","geolocation","level","adm1","location","disastertype","continent"
8083,"Brazil","-8.582039, -35.385024",2,"pernambuco","gameleira","flood","Americas"
8084,"Brazil","-9.321490, -36.474065",2,"alagoas","quebrangulo","flood","Americas"
8085,"Brazil","-8.400285, -35.065430",2,"pernambuco","ipojuca","flood","Americas"
8086,"Brazil","-8.730142, -35.796625",2,"pernambuco","jaqueira","flood","Americas"
8087,"Brazil","-8.625905, -35.526351",2,"pernambuco","joaquim nabuco","flood","Americas"
8088,"Brazil","-8.940882, -35.554719",2,"alagoas","jundi‡","flood","Americas"
8089,"Brazil","-8.655079, -35.903895",2,"pernambuco","lagoa dos gatos","flood","Americas"
8090,"Brazil","-9.724883, -36.664411",2,"alagoas","s<o josz da laje","flood","Americas"
8091,"Brazil","-8.786549, -35.812718",2,"pernambuco","maraial","flood","Americas"
8092,"Brazil","-9.739857, -35.892766",2,"alagoas","marechal deodoro","flood","Americas"
8093,"Brazil","-8.913399, -35.719399",2,"alagoas","col™nia leopoldina","flood","Americas"
8094,"Brazil","-8.680636, -35.589244",2,"pernambuco","palmares","flood","Americas"
8095,"Brazil","-9.370400, -36.372357",2,"alagoas","paulo jacinto","flood","Americas"
8096,"Brazil","-8.013950, -34.921014",2,"pernambuco","belzm de maria","flood","Americas"
8097,"Brazil","-8.825059, -36.011524",2,"pernambuco","quipap‡","flood","Americas"
8098,"Brazil","-8.510213, -35.374410",2,"pernambuco","ribeir<o","flood","Americas"
8099,"Brazil","-8.660376, -35.152686",2,"pernambuco","rio formoso","flood","Americas"
8100,"Brazil","-9.636102, -35.699129",2,"alagoas","s<o luis do quitunde","flood","Americas"
8101,"Brazil","-9.603088, -35.823268",2,"alagoas","santa luzia do norte","flood","Americas"
8102,"Brazil","-9.850000, -36.583330",2,"alagoas","ch< preta","flood","Americas"
8103,"Brazil","-9.393103, -36.153027",2,"alagoas","cajueiro","flood","Americas"
8104,"Brazil","-8.417186, -35.662776",3,"pernambuco","barra de guabiraba","flood","Americas"
8105,"Brazil","-8.670573, -35.721876",2,"pernambuco","catende","flood","Americas"
8106,"Brazil","-9.247349, -36.016562",2,"alagoas","branquinha","flood","Americas"
8107,"Brazil","-8.592541, -35.114712",2,"pernambuco","sirinhazm","flood","Americas"
8108,"Brazil","-8.281019, -35.974195",2,"pernambuco","caruaru","flood","Americas"
8109,"Uganda","0.369526, 32.561330",3,"kampala","kawempe district","flood","Africa"
8110,"Uganda","-0.908080, 31.470480",2,"rakai","kakuuto district","earthquake","Africa"
8111,"United Arab Emirates","25.354846, 56.350757",2,"sharjah","khor fakkan","flood","Asia"
8112,"United Arab Emirates","24.222649, 55.765098",2,"abu dhabi","al ain","flood","Asia"
8113,"United Kingdom","53.281109, -3.829686",2,"wales","conwy","flood","Europe"
8114,"United Kingdom","54.577764, -2.491261",2,"england","appleby-in-westmorland","flood","Europe"
8115,"United Kingdom","53.255933, -4.313078",2,"wales","llangefni","flood","Europe"
8116,"United Kingdom","52.479299, -1.902936",2,"england","birmingham","storm","Europe"
8117,"United Kingdom","51.391956, -1.331407",2,"england","northern ireland","storm","Europe"
8118,"United Kingdom","50.403030, -4.834160",2,"england","cornwall","storm","Europe"
8119,"United States","34.280832, -119.293107",2,"california","ventura","storm","Americas"
8120,"United States","34.130977, -117.289903",2,"california","los angles districts","storm","Americas"
8121,"United States","32.715760, -117.163817",2,"california","san diego","storm","Americas"
8122,"United States","32.514250, -93.747771",2,"texas","shreveport","flood","Americas"
8123,"United States","32.870340, -95.793380",2,"texas","rains","storm","Americas"
8124,"United States","33.060058, -96.635731",2,"texas","parker","storm","Americas"
8125,"United States","32.931051, -96.458650",2,"texas","rockwall","storm","Americas"
8126,"United States","29.425171, -98.494614",2,"texas","san antonio metro regions","storm","Americas"
8127,"United States","28.422540, -99.756730",2,"texas","dimmit","storm","Americas"
8128,"United States","33.198729, -96.816389",2,"texas","emory in collin","storm","Americas"
8129,"United States","33.215533, -97.132450",2,"texas","denton","storm","Americas"
8130,"United States","32.816622, -97.078812",2,"texas","tarrant","storm","Americas"
8131,"United States","32.459985, -100.173311",2,"texas","grimes","flood","Americas"
8132,"United States","33.060058, -96.635731",2,"texas","parker counties","flood","Americas"
8133,"United States","43.290670, -91.843710",2,"iowa","winneshiek counties","flood","Americas"
8134,"United States","43.284280, -91.378090",2,"iowa","allamakee","flood","Americas"
8135,"United States","43.284280, -91.378090",2,"iowa","allamakee","flood","Americas"
8136,"United States","44.004748, -91.438092",2,"wisconsin","trempealeau","flood","Americas"
8137,"United States","43.808767, -91.251860",2,"wisconsin","la crosse","flood","Americas"
8138,"United States","44.812565, -91.499424",2,"wisconsin","eau claire","flood","Americas"
8139,"United States","43.270820, -89.722070",2,"wisconsin","sauk","flood","Americas"
8140,"United States","42.773310, -92.394900",2,"iowa","bremer","flood","Americas"
8141,"United States","42.342225, -92.592230",2,"iowa","black hawk","flood","Americas"
8142,"United States","36.434160, -81.500340",2,"north carolina","ashe","storm","Americas"
8143,"United States","34.278686, -81.610092",2,"south carolina","newberry","storm","Americas"
8144,"United States","34.850746, -82.398964",2,"south carolina","greenville","storm","Americas"
8145,"United States","32.712352, -86.913322",2,"alabama","chilton","storm","Americas"
8146,"United States","34.947914, -81.934664",2,"south carolina","spartanburg","storm","Americas"
8147,"United States","32.408470, -86.422195",2,"alabama","autauga","storm","Americas"
8148,"United States","39.712707, -86.135067",2,"indiana","jay","storm","Americas"
8149,"United States","41.529997, -80.570206",2,"ohio","williamsfield in ashtabula","storm","Americas"
8150,"United States","40.674864, -80.575756",2,"ohio","calcutta in columbiana","storm","Americas"
8151,"United States","40.473600, -85.324820",2,"indiana","blackford","storm","Americas"
8152,"United States","41.447979, -82.845755",2,"ohio","clyde in sandusky","storm","Americas"
8153,"Burkina Faso","12.248081, -0.615808",2,"plateau-central","zogo","flood","Africa"
8154,"Burkina Faso","12.542051, -3.484337",2,"boucle du mouhoun","watinoma","flood","Africa"
8155,"United States","37.780077, -122.420162",2,"california","san francisco","storm","Americas"
8156,"United States","32.715760, -117.163817",2,"california","san diego","storm","Americas"
8157,"United States","34.052238, -118.243344",2,"california","los angeles","storm","Americas"
8158,"United States","38.576935, -121.494952",2,"california","sacramento","storm","Americas"
8159,"United States","33.583688, -101.854953",2,"texas","lubbock counties","storm","Americas"
8160,"United States","33.198729, -96.816389",2,"texas","collin","storm","Americas"
8161,"United States","32.409256, -99.801388",2,"texas","seymour in baylor","storm","Americas"
8162,"United States","35.534142, -97.948135",2,"oklahoma","el reno in canadian","storm","Americas"
8163,"United States","32.931051, -96.458650",2,"texas","rockwall","storm","Americas"
8164,"United States","40.732502, -92.874161",2,"iowa","centerville in appanoose county","storm","Americas"
8165,"United States","39.148312, -96.343578",2,"kansas","wabaunsee","storm","Americas"
8166,"United States","44.871220, -93.559820",2,"minnesota","lake ann in carver county","storm","Americas"
8167,"United States","43.766801, -93.564136",2,"minnesota","freeborn counties","storm","Americas"
8168,"United States","43.652180, -94.726920",2,"minnesota","sherburne","storm","Americas"
8169,"United States","41.420506, -91.044911",2,"iowa","muscatine","storm","Americas"
8170,"United States","39.212266, -89.956727",2,"illinois","macoupin","flood","Americas"
8171,"United States","40.869864, -81.455326",2,"texas","east and west canton","flood","Americas"
8172,"United States","39.592446, -89.578955",2,"illinois","pawnee","flood","Americas"
8173,"United States","37.230173, -95.185634",2,"kansas","labette","flood","Americas"
8174,"United States","32.382096, -92.509312",2,"louisiana","oak ridge","flood","Americas"
8175,"United States","34.897467, -94.980223",2,"oklahoma","le flore","flood","Americas"
8176,"United States","35.595353, -96.228258",2,"oklahoma","okfuskee","storm","Americas"
8177,"United States","31.753482, -93.087377",2,"louisiana","natchitoches","storm","Americas"
8178,"United States","31.359861, -92.587359",2,"louisiana","rapides","storm","Americas"
8179,"United States","34.991449, -78.371326",2,"north carolina","sampson county","storm","Americas"
8180,"United States","31.944250, -92.636770",2,"louisiana","winn","storm","Americas"
8181,"United States","32.480450, -94.817008",2,"texas","gregg county","storm","Americas"
8182,"United States","39.789325, -93.174078",2,"missouri","laclede","storm","Americas"
8183,"United States","30.214144, -91.707886",2,"louisiana","catahoula","storm","Americas"
8184,"United States","37.553377, -91.973769",2,"missouri","dent","storm","Americas"
8185,"United States","39.004760, -94.072321",2,"missouri","bates","storm","Americas"
8186,"United States","45.034070, -92.452780",2,"wisconsin","st. croix","storm","Americas"
8187,"United States","44.066350, -98.629730",2,"south dakota","jerauld","storm","Americas"
8188,"United States","44.414480, -98.278110",2,"south dakota","beadle","storm","Americas"
8189,"United States","45.171726, -93.304327",2,"minnesota","coon rapids","storm","Americas"
8190,"United States","44.995502, -96.173492",2,"minnesota","lac qui parle county","storm","Americas"
8191,"United States","45.559293, -94.156517",2,"minnesota","st. cloud","storm","Americas"
8192,"United States","34.001440, -110.719280",2,"arizona","ellison creek","flood","Americas"
8193,"United States","29.082080, -97.356780",2,"texas","dewitt","storm","Americas"
8194,"United States","29.527490, -95.770890",2,"texas","fort bend","storm","Americas"
8195,"United States","29.300128, -94.795846",2,"texas","galveston","storm","Americas"
8196,"United States","28.015010, -97.073820",2,"texas","aransas","storm","Americas"
8197,"United States","29.409541, -98.484115",2,"texas","lavaca","storm","Americas"
8198,"United States","27.814190, -97.461940",2,"texas","nueces","storm","Americas"
8199,"United States","31.254760, -94.611850",2,"texas","angelina","storm","Americas"
8200,"United States","29.645504, -98.223622",2,"texas","comal","storm","Americas"
8201,"United States","31.753482, -93.087377",2,"louisiana","natchitoches","storm","Americas"
8202,"United States","28.668223, -97.392616",2,"texas","goliad","storm","Americas"
8203,"United States","30.264979, -97.746598",2,"texas","austin","storm","Americas"
8204,"United States","29.048825, -95.570388",2,"texas","brazoria","storm","Americas"
8205,"United States","26.477010, -97.591820",2,"texas","willacy","storm","Americas"
8206,"United States","29.515531, -97.463148",2,"texas","gonzales","storm","Americas"
8207,"United States","30.648470, -93.343340",2,"louisiana","beauregard","storm","Americas"
8208,"United States","27.954573, -97.772156",2,"texas","san patricio","storm","Americas"
8209,"United States","29.310835, -96.100089",2,"texas","wharton","storm","Americas"
8210,"United States","29.768820, -90.801481",2,"louisiana","acadia","storm","Americas"
8211,"United States","29.278731, -98.735296",2,"texas","atascosa","storm","Americas"
8212,"United States","28.690879, -95.968266",2,"texas","matagorda","storm","Americas"
8213,"United States","29.225520, -98.687800",2,"texas","bexar","storm","Americas"
8214,"United States","32.176000, -95.847200",2,"texas","eastern texas","storm","Americas"
8215,"United States","31.931537, -98.266985",2,"texas","wilson","storm","Americas"
8216,"United States","31.359861, -92.587359",2,"louisiana","rapides","storm","Americas"
8217,"United States","30.117051, -97.308858",2,"texas","bastrop","storm","Americas"
8218,"United States","28.799192, -97.006062",2,"texas","victoria","storm","Americas"
8219,"United States","30.003540, -91.818730",2,"louisiana","iberia","storm","Americas"
8220,"United States","32.545038, -97.327316",2,"texas","burleson","storm","Americas"
8221,"United States","31.089559, -92.711400",2,"louisiana","calcasieu","storm","Americas"
8222,"United States","27.731300, -98.089940",2,"texas","jim wells","storm","Americas"
8223,"United States","28.417390, -97.741190",2,"texas","bee","storm","Americas"
8224,"United States","28.905740, -97.859400",2,"texas","karnes","storm","Americas"
8225,"United States","32.459985, -100.173311",2,"texas","grimes","storm","Americas"
8226,"United States","28.305109, -97.274164",2,"texas","refugio","storm","Americas"
8227,"United States","32.662168, -98.121577",2,"texas","brazos","storm","Americas"
8228,"United States","30.056703, -95.926747",2,"texas","waller","storm","Americas"
8229,"United States","29.556564, -98.339712",2,"texas","live oak","storm","Americas"
8230,"United States","30.061480, -99.350160",2,"texas","kerr","storm","Americas"
8231,"United States","32.682568, -96.596778",2,"texas","kleberg","storm","Americas"
8232,"United States","30.622142, -95.721058",2,"texas","san jacinto","storm","Americas"
8233,"United States","36.155327, -95.992083",2,"oklahoma","tulsa","storm","Americas"
8234,"United States","25.939246, -81.715851",2,"florida","marco island","storm","Americas"
8235,"United States","32.655954, -79.941069",2,"south carolina","folly beach","storm","Americas"
8236,"United States","26.133716, -80.253445",2,"florida","broward","storm","Americas"
8237,"United States","31.168992, -81.502480",2,"georgia","brunswick","storm","Americas"
8238,"United States","32.429310, -80.686724",2,"south carolina","beaufort","storm","Americas"
8239,"United States","40.242529, -74.032533",2,"new jersey","ocean","storm","Americas"
8240,"United States","40.304025, -73.992759",2,"new jersey","long branch","storm","Americas"
8241,"Afghanistan","34.273010, 70.568220",2,"nangarhar","rodat","flood","Asia"
8242,"Afghanistan","34.405520, 69.493950",2,"kabul","khak-i-jabbar","flood","Asia"
8243,"Vietnam","17.777366, 106.005644",2,"quang binh","minh hoa","flood","Asia"
8244,"Vietnam","17.753410, 106.420313",2,"quang binh","ba don","flood","Asia"
8245,"Vietnam","17.224082, 106.784296",2,"quang binh","le thuy","flood","Asia"
8246,"Vietnam","16.691367, 107.243969",2,"quang tri","hai lang","flood","Asia"
8247,"Vietnam","18.250291, 106.002625",2,"ha tinh","cam xuyen","flood","Asia"
8248,"Vietnam","17.068603, 107.005411",2,"quang tri","vinh linh","flood","Asia"
8249,"Vietnam","17.779939, 106.382545",2,"quang binh","quang trach","flood","Asia"
8250,"Vietnam","18.382267, 105.500233",2,"ha tinh","vu quang","flood","Asia"
8251,"Vietnam","18.538456, 105.575251",2,"ha tinh","duc tho","flood","Asia"
8252,"Vietnam","18.511227, 105.424092",2,"ha tinh","huong son","flood","Asia"
8253,"Vietnam","18.177107, 105.699369",2,"ha tinh","huong khe","flood","Asia"
8254,"Vietnam","16.767874, 107.162815",2,"quang tri","trieu phong","flood","Asia"
8255,"Vietnam","16.810380, 106.989212",2,"quang tri","cam lo","flood","Asia"
8256,"Vietnam","17.469364, 106.592443",2,"quang binh","tuyen hoan","flood","Asia"
8257,"Vietnam","17.581667, 106.536677",2,"quang binh","bo trach","flood","Asia"
8258,"Cambodia","14.173010, 106.423576",2,"stang treng","siem pang district","flood","Asia"
8259,"Cambodia","13.607141, 106.357175",2,"stang treng","sesan","flood","Asia"
8260,"Cambodia","13.550000, 105.950000",2,"stang treng","thalaborivat","flood","Asia"
8261,"Vietnam","16.767874, 107.162815",2,"quang tri","trieu phong","flood","Asia"
8262,"Vietnam","17.068603, 107.005411",2,"quang tri","vinh linh","flood","Asia"
8263,"Vietnam","17.883512, 106.025424",2,"quang binh","tuyen hoa","flood","Asia"
8264,"Vietnam","17.777366, 106.005644",2,"quang binh","minh hoa","flood","Asia"
8265,"Vietnam","16.691367, 107.243969",2,"quang tri","hai lang","flood","Asia"
8266,"Vietnam","18.177107, 105.699369",2,"ha tinh","huong khe","flood","Asia"
8267,"Vietnam","22.340230, 103.844150",2,"lao cai","sa pa","storm","Asia"
8268,"Vietnam","22.601940, 103.838060",2,"lao cai","bao xat","storm","Asia"
8269,"Vietnam","22.405329, 104.139943",2,"lao cai","bao thang","storm","Asia"
8270,"Vietnam","8.960290, 105.241070",2,"ca mau","ngoc hien and dam doi districts","flood","Asia"
8271,"Vietnam","8.757244, 104.992414",2,"ca mau","nam can","flood","Asia"
8272,"Vietnam","22.708200, 106.225410",2,"cao bang","hoa an district","flood","Asia"
8273,"Vietnam","21.847363, 104.092585",2,"yen bai","mu cang chai district","flood","Asia"
8274,"Vietnam","8.960290, 105.241070",2,"ca mau","ngoc hien and dam doi districts","flood","Asia"
8275,"Vietnam","18.800450, 105.776670",2,"nghe an","hon ngu beach","storm","Asia"
8276,"Vietnam","21.039153, 105.785953",2,"ha noi","nha xanh market in cau giay district","storm","Asia"
8277,"Vietnam","18.795649, 105.727585",2,"nghe an","cua lo district","storm","Asia"
8278,"Vietnam","22.344174, 103.879270",2,"lao cai","sa pa district","storm","Asia"
8279,"Vietnam","21.847363, 104.092585",2,"yen bai","mu cang chai district","flood","Asia"
8280,"Vietnam","21.293002, 103.008356",2,"dien bien","nam-ho dien bien district","flood","Asia"
8281,"Vietnam","21.518908, 104.033902",2,"son la","muong la","flood","Asia"
8282,"Canada","55.335752, -123.090103",3,"british columbia","mackenzie","flood","Americas"
8283,"U.S. Virgin Islands","18.324961, -64.945957",2,"saint thomas","water island","storm","Americas"
8284,"Yemen","15.462530, 45.325810",2,"ma'rib","marib provinces","flood","Asia"
8285,"Yemen","16.550500, 50.987900",2,"al mahrah","man'ar","storm","Asia"
8286,"Yemen","16.695300, 52.818200",2,"al mahrah","hawf districts","storm","Asia"
8287,"Yemen","15.543250, 51.152800",2,"al mahrah","sayhut","storm","Asia"
8288,"Yemen","16.207870, 52.176050",2,"al mahrah","al ghaydah","storm","Asia"
8289,"Yemen","17.803100, 51.675000",2,"al mahrah","hat","storm","Asia"
8290,"Yemen","15.699900, 51.324000",2,"al mahrah","qishn","storm","Asia"
8291,"Yemen","15.639900, 50.644500",2,"al mahrah","al masilah","storm","Asia"
8292,"Zimbabwe","-20.677710, 28.074311",2,"matabeleland south","mangwe","storm","Africa"
8293,"Zimbabwe","-20.232400, 27.651000",2,"matabeleland south","bulilima","storm","Africa"
8294,"Zimbabwe","-20.957766, 28.490129",2,"matabeleland south","matobo","storm","Africa"
8295,"Zimbabwe","-21.369636, 30.692116",2,"masvingo","mwenezi","storm","Africa"
8296,"Zimbabwe","-17.097144, 31.638944",2,"mashonaland central","shamva","storm","Africa"
8297,"Zimbabwe","-18.738280, 31.635583",2,"mashonaland east","hwedza","storm","Africa"
8298,"Zimbabwe","-17.256837, 30.932602",2,"mashonaland central","mazowe","storm","Africa"
8299,"Zimbabwe","-16.610139, 32.293310",2,"mashonaland central","rushinga","storm","Africa"
8300,"Zimbabwe","-18.250928, 30.951382",2,"mashonaland east","seke","storm","Africa"
8301,"Zimbabwe","-19.750161, 30.146813",2,"midlands","shurugwi","storm","Africa"
8302,"Zimbabwe","-17.937108, 32.756500",2,"manicaland","nyanga","storm","Africa"
8303,"Zimbabwe","-20.677710, 28.074311",2,"matabeleland south","mangwe","storm","Africa"
8304,"Zimbabwe","-19.824183, 28.275081",2,"matabeleland north","umguza","storm","Africa"
8305,"Zimbabwe","-20.499434, 32.474661",2,"manicaland","chipinge","storm","Africa"
8306,"Zimbabwe","-20.750197, 30.012120",2,"midlands","mberengwa","storm","Africa"
8307,"Zimbabwe","-18.364647, 32.182480",2,"manicaland","makoni","storm","Africa"
8308,"Zimbabwe","-20.387407, 31.427642",2,"masvingo","zaka","storm","Africa"
8309,"Zimbabwe","-20.286213, 30.079228",2,"midlands","zvishavane","storm","Africa"
8310,"Zimbabwe","-18.336330, 29.913880",2,"mashonaland west","kadoma","storm","Africa"
8311,"Zimbabwe","-18.134121, 30.145822",2,"mashonaland west","chegutu","storm","Africa"
8312,"Zimbabwe","-17.129597, 30.013988",2,"mashonaland west","makonde","storm","Africa"
8313,"Zimbabwe","-17.032983, 32.639767",2,"mashonaland east","mudzi","storm","Africa"
8314,"Zimbabwe","-21.348284, 31.683147",2,"masvingo","chiredzi","storm","Africa"
8315,"Zimbabwe","-19.612513, 31.239568",2,"masvingo","gutu","storm","Africa"
8316,"Zimbabwe","-18.891257, 31.093716",2,"mashonaland east","chikomba","storm","Africa"
8317,"Zimbabwe","-20.493953, 30.577569",2,"masvingo","chivi","storm","Africa"
8318,"Zimbabwe","-20.941628, 29.007483",2,"matabeleland south","gwanda","storm","Africa"
8319,"Zimbabwe","-20.256965, 29.403478",2,"matabeleland south","insiza","storm","Africa"
8320,"Zimbabwe","-20.232400, 27.651000",2,"matabeleland south","bulilima","storm","Africa"
8321,"Zimbabwe","-17.306747, 31.331558",2,"mashonaland central","bindura","storm","Africa"
8322,"Zimbabwe","-17.797142, 31.822743",2,"mashonaland east","murehwa","storm","Africa"
8323,"Zimbabwe","-19.299440, 30.521330",2,"midlands","chirumhanzu","storm","Africa"
8324,"Zimbabwe","-19.528018, 28.659060",2,"matabeleland north","bubi","storm","Africa"
8325,"Zimbabwe","-18.933840, 29.805539",2,"midlands","kwekwe","storm","Africa"
8326,"Zimbabwe","-19.621464, 27.411893",2,"matabeleland north","tsholotsho","storm","Africa"
8327,"Zimbabwe","-17.792327, 31.345030",2,"mashonaland east","goromonzi","storm","Africa"
8328,"Zimbabwe","-16.428255, 31.144584",2,"mashonaland central","centenary","storm","Africa"
8329,"Zimbabwe","-16.526155, 28.773688",2,"mashonaland west","kariba","storm","Africa"
8330,"Zimbabwe","-19.453138, 29.815364",2,"midlands","gweru","storm","Africa"
8331,"Canada","45.963550, -66.643100",3,"new brunswick","fredericton","flood","Americas"
8332,"Canada","45.015948, -76.362549",2,"ontario","lanark","flood","Americas"
8333,"Canada","44.236398, -65.181540",3,"nova scotia","queens","flood","Americas"
8334,"Canada","45.871650, -66.445278",3,"new brunswick","maugerville","flood","Americas"
8335,"Canada","45.654836, -64.094806",2,"nova scotia","cumberland","flood","Americas"
8336,"Canada","45.483933, -75.645632",3,"quebec","gatineau","flood","Americas"
8337,"Canada","49.607353, -119.676882",3,"british columbia","summerland","flood","Americas"
8338,"Canada","45.560955, -73.680902",2,"quebec","laval","flood","Americas"
8339,"Canada","50.250699, -118.967831",3,"british columbia","lumby","flood","Americas"
8340,"Canada","45.508867, -73.554242",3,"quebec","montreal","flood","Americas"
8341,"Canada","50.810679, -121.323401",3,"british columbia","cache creek","flood","Americas"
8342,"Canada","45.425226, -75.699963",2,"ontario","ottawa","flood","Americas"
8343,"Central African Republic","7.794680, 18.579252",2,"ouham","kabo","storm","Africa"
8344,"Central African Republic","6.498471, 17.450449",2,"ouham","bossangoa","storm","Africa"
8345,"Chile","-33.472690, -70.647240",2,"region metropolitana de santiago","santiago province","flood","Americas"
8346,"Chile","-28.507489, -71.084386",2,"atacama","freirina-huasco","flood","Americas"
8347,"Chile","-33.445995, -70.667057",2,"region metropolitana de santiago","santiago","flood","Americas"
8348,"Chile","-37.478853, -73.343767",3,"bio-bio","curanilahue","flood","Americas"
8349,"China","44.284400, 86.029040",2,"xinjiang uygur","near shihezi district","earthquake","Asia"
8350,"China","33.357500, 120.157300",2,"jiangsu","yancheng city","storm","Asia"
8351,"Albania","41.045923, 19.751013",3,"elbasan","peqin","extreme temperature","Europe"
8352,"Albania","39.875162, 20.006643",3,"vlore","sarande","extreme temperature","Europe"
8353,"Albania","41.509960, 19.794083",3,"durres","kruje","extreme temperature","Europe"
8354,"Albania","40.805057, 19.914450",3,"berat","kucove","extreme temperature","Europe"
8355,"Albania","42.370277, 20.049152",2,"kukes","tropoje","extreme temperature","Europe"
8356,"Albania","40.232945, 20.353414",3,"gjirokaster","permet","extreme temperature","Europe"
8357,"Albania","41.492220, 20.219475",3,"diber","bulqize","extreme temperature","Europe"
8358,"Albania","39.949245, 20.097438",3,"vlore","delvine","extreme temperature","Europe"
8359,"Albania","40.868579, 20.184076",3,"elbasan","gramsh","extreme temperature","Europe"
8360,"Albania","41.184244, 19.561838",3,"tirane","kavaje","extreme temperature","Europe"
8361,"Albania","40.296789, 20.021119",3,"gjirokaster","tepelene","extreme temperature","Europe"
8362,"Albania","41.836387, 19.994657",2,"lezhe","mirdite","extreme temperature","Europe"
8363,"Albania","41.178256, 20.312927",3,"elbasan","librazhd","extreme temperature","Europe"
8364,"Albania","40.554592, 20.262306",2,"berat","skrapar","extreme temperature","Europe"
8365,"Albania","40.554980, 19.776699",2,"fier","mallakaster","extreme temperature","Europe"
8366,"Albania","40.901788, 20.656177",3,"korce","pogradec","extreme temperature","Europe"
8367,"Albania","42.044142, 19.900180",3,"shkoder","puke","extreme temperature","Europe"
8368,"Albania","40.596157, 20.929107",2,"korce","devoll","extreme temperature","Europe"
8369,"Albania","41.641247, 19.997601",2,"diber","mat","extreme temperature","Europe"
8370,"Albania","42.194859, 20.385026",2,"kukes","has","extreme temperature","Europe"
8371,"Albania","42.348840, 19.557320",2,"shkoder","malesi e madhe","extreme temperature","Europe"
8372,"Albania","41.629943, 19.713970",2,"lezhe","kurbin","extreme temperature","Europe"
8373,"Bulgaria","43.019209, 25.093887",2,"gabrovo","sevlievo district","extreme temperature","Europe"
8374,"Bulgaria","42.238646, 25.389143",2,"stara zagora","chirpan district","extreme temperature","Europe"
8375,"Chile","-38.432590, -71.771060",3,"araucania","curacautin","extreme temperature","Americas"
8376,"Albania","42.044142, 19.900180",3,"shkoder","puke","extreme temperature","Europe"
8377,"Albania","41.683625, 20.428041",3,"diber","peshkopi district","extreme temperature","Europe"
8378,"Chile","-33.445995, -70.667057",2,"region metropolitana de santiago","santiago district","extreme temperature","Americas"
8379,"Chile","-40.574183, -73.131170",2,"los lagos","osorno district","extreme temperature","Americas"
8380,"Chile","-37.540346, -71.926666",2,"bio-bio","biobio district","extreme temperature","Americas"
8381,"Albania","41.683625, 20.428041",3,"diber","peshkopi","extreme temperature","Europe"
8382,"Albania","41.491670, 20.221940",2,"diber","bulqiza","extreme temperature","Europe"
8383,"Albania","42.044440, 19.899720",2,"shkoder","puka","extreme temperature","Europe"
8384,"China","38.041390, 114.478610",2,"hebei","shijiazhuang district","extreme temperature","Asia"
8385,"China","23.116670, 113.250000",2,"guangdong","guangzhou district","extreme temperature","Asia"
8386,"China","28.611600, 112.316000",2,"jilin","changchun district","extreme temperature","Asia"
8387,"China","49.709890, 121.721760",2,"nei mongol","hulunbuir district","extreme temperature","Asia"
8388,"China","28.198740, 112.970870",2,"hunan","changsha district","extreme temperature","Asia"
8389,"China","45.750000, 126.650000",2,"heilongjiang","harbin district","extreme temperature","Asia"
8390,"Croatia","45.340230, 14.427228",2,"primorsko-goranska","rijeka city","extreme temperature","Europe"
8391,"Croatia","43.512823, 16.458086",2,"splitsko-dalmatinska","split city","extreme temperature","Europe"
8392,"Croatia","45.552721, 18.685304",2,"osjecko-baranjska","osijek city","extreme temperature","Europe"
8393,"Croatia","45.815916, 15.980643",2,"grad zagreb","zagreb provinces","extreme temperature","Europe"
8394,"Croatia","45.815916, 15.980643",2,"grad zagreb","zagreb provinces","extreme temperature","Europe"
8395,"Croatia","46.386177, 16.440365",2,"medimurska","cakovec city","extreme temperature","Europe"
8396,"Croatia","45.815916, 15.980643",2,"grad zagreb","zagreb provinces","extreme temperature","Europe"
8397,"Czechia","49.833330, 17.916670",2,"moravskoslezsky","opava district","extreme temperature","Europe"
8398,"Egypt","31.245358, 27.228874",2,"matrouh","marsa matruh district","extreme temperature","Africa"
8399,"Argentina","-43.789462, -68.526437",2,"chubut","alto rio surgen","extreme temperature","Americas"
8400,"Argentina","-42.228898, -71.369898",2,"chubut","epuyen","extreme temperature","Americas"
8401,"France","45.695810, -0.328670",3,"nouvelle-aquitaine","cognac","extreme temperature","Europe"
8402,"France","44.837898, -0.579380",3,"nouvelle-aquitaine","bordeaux","extreme temperature","Europe"
8403,"France","43.183622, 3.005605",2,"occitanie","midi-pyrenees provinces","extreme temperature","Europe"
8404,"France","45.500000, 1.833330",3,"nouvelle-aquitaine","limousin","extreme temperature","Europe"
8405,"France","49.612320, 2.655940",2,"hauts-de-france","nord-pas-de-calais","extreme temperature","Europe"
8406,"France","43.183622, 3.005605",2,"occitanie","midi-pyrenees provinces","extreme temperature","Europe"
8407,"France","45.500000, 1.833330",3,"nouvelle-aquitaine","limousin","extreme temperature","Europe"
8408,"France","49.612320, 2.655940",2,"hauts-de-france","nord-pas-de-calais","extreme temperature","Europe"
8409,"France","43.500000, 1.333330",2,"occitanie","midi-pyrenees","extreme temperature","Europe"
8410,"France","49.612320, 2.655940",2,"hauts-de-france","nord-pas-de-calais","extreme temperature","Europe"
8411,"France","45.500000, 1.833330",3,"nouvelle-aquitaine","limousin","extreme temperature","Europe"
8412,"France","49.612320, 2.655940",2,"hauts-de-france","nord-pas-de-calais","extreme temperature","Europe"
8413,"France","45.500000, 1.833330",3,"nouvelle-aquitaine","limousin","extreme temperature","Europe"
8414,"France","43.183622, 3.005605",2,"occitanie","midi-pyrenees provinces","extreme temperature","Europe"
